Time,Values[Absorbance_0.59],Values[Absorbance_1.53],Values[Absorbance_6.6],Values[Absorbance_500],[sGC{[NO]=0.59}],[6C-sGC-NO{[NO]=0.59}],[5C-sGC-NO{[NO]=0.59}],[NO{[NO]=0.59}],[sGC{[NO]=1.53}],[6C-sGC-NO{[NO]=1.53}],[5C-sGC-NO{[NO]=1.53}],[NO{[NO]=1.53}],[sGC{[NO]=6.6}],[6C-sGC-NO{[NO]=6.6}],[5C-sGC-NO{[NO]=6.6}],[NO{[NO]=6.6}],[sGC{[NO]=500}],[6C-sGC-NO{[NO]=500}],[5C-sGC-NO{[NO]=500}],[NO{[NO]=500}]
3.78196,0.0297006,0.0241332,0.0216291,0.0216201,2.16839e-10,4.03184e-07,6.6599e-08,1.20217e-07,7.66253e-12,1.2563e-07,3.44362e-07,1.06001e-06,4.7928e-15,4.54912e-10,4.69545e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
3.90463,0.0296611,0.0240283,0.0216281,0.0216201,2.1578e-10,4.01212e-07,6.85726e-08,1.20216e-07,7.3428e-12,1.20388e-07,3.49605e-07,1.06001e-06,4.27631e-15,4.05942e-10,4.69594e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.02729,0.0296217,0.0239279,0.0216274,0.0216201,2.14726e-10,3.99249e-07,7.05362e-08,1.20215e-07,7.03656e-12,1.15367e-07,3.54626e-07,1.06001e-06,3.87342e-15,3.67743e-10,4.69632e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.14996,0.0295826,0.0238317,0.0216268,0.0216201,2.13678e-10,3.97296e-07,7.24899e-08,1.20214e-07,6.74323e-12,1.10558e-07,3.59435e-07,1.06001e-06,3.5591e-15,3.37942e-10,4.69662e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.27262,0.0295437,0.0237395,0.0216263,0.0216201,2.12635e-10,3.95354e-07,7.44338e-08,1.20213e-07,6.46227e-12,1.05952e-07,3.64042e-07,1.06001e-06,3.31387e-15,3.14691e-10,4.69685e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.39529,0.0295049,0.0236513,0.0216259,0.0216201,2.11597e-10,3.93421e-07,7.63679e-08,1.20212e-07,6.19316e-12,1.0154e-07,3.68454e-07,1.06001e-06,3.12253e-15,2.9655e-10,4.69703e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.51795,0.0294664,0.0235667,0.0216256,0.0216201,2.10564e-10,3.91497e-07,7.82922e-08,1.20211e-07,5.9354e-12,9.73136e-08,3.7268e-07,1.06001e-06,2.97326e-15,2.82397e-10,4.69718e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.66969,0.029419,0.0234671,0.0216254,0.0216201,2.09294e-10,3.89132e-07,8.06591e-08,1.20209e-07,5.63155e-12,9.23319e-08,3.77662e-07,1.06001e-06,2.83323e-15,2.6912e-10,4.69731e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.82142,0.0293718,0.0233726,0.0216252,0.0216201,2.08032e-10,3.86781e-07,8.30113e-08,1.20208e-07,5.34347e-12,8.76088e-08,3.82386e-07,1.06001e-06,2.73024e-15,2.59356e-10,4.69741e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
4.97315,0.029325,0.023283,0.021625,0.0216201,2.06777e-10,3.84444e-07,8.53487e-08,1.20207e-07,5.07035e-12,8.31309e-08,3.86864e-07,1.06001e-06,2.65447e-15,2.52172e-10,4.69748e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
5.12489,0.0292785,0.0231981,0.0216249,0.0216201,2.05531e-10,3.82123e-07,8.76717e-08,1.20206e-07,4.81139e-12,7.88854e-08,3.9111e-07,1.06e-06,2.59871e-15,2.46885e-10,4.69753e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
5.27662,0.0292322,0.0231176,0.0216249,0.0216201,2.04292e-10,3.79816e-07,8.99801e-08,1.20204e-07,4.56588e-12,7.48603e-08,3.95135e-07,1.06e-06,2.55768e-15,2.42995e-10,4.69757e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
5.42835,0.0291863,0.0230412,0.0216248,0.0216201,2.03061e-10,3.77523e-07,9.22741e-08,1.20203e-07,4.33312e-12,7.10441e-08,3.98952e-07,1.06e-06,2.5275e-15,2.40133e-10,4.6976e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
5.63376,0.0291245,0.0229441,0.0216247,0.0216201,2.01406e-10,3.74442e-07,9.5357e-08,1.20201e-07,4.03714e-12,6.61915e-08,4.03804e-07,1.06e-06,2.49899e-15,2.3743e-10,4.69763e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
5.83917,0.0290633,0.0228538,0.0216247,0.0216201,1.99765e-10,3.71386e-07,9.84138e-08,1.202e-07,3.76177e-12,6.16767e-08,4.08319e-07,1.06e-06,2.4802e-15,2.35649e-10,4.69764e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
6.04458,0.0290026,0.0227698,0.0216247,0.0216201,1.98138e-10,3.68357e-07,1.01445e-07,1.20198e-07,3.50556e-12,5.74763e-08,4.1252e-07,1.06e-06,2.46777e-15,2.34471e-10,4.69766e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
6.24999,0.0289424,0.0226916,0.0216247,0.0216201,1.96525e-10,3.65353e-07,1.0445e-07,1.20197e-07,3.26719e-12,5.35682e-08,4.16428e-07,1.06e-06,2.45954e-15,2.3369e-10,4.69766e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
6.4554,0.0288827,0.0226189,0.0216247,0.0216201,1.94925e-10,3.62375e-07,1.07431e-07,1.20195e-07,3.04542e-12,4.99322e-08,4.20065e-07,1.06e-06,2.45409e-15,2.33173e-10,4.69767e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
6.66081,0.0288235,0.0225512,0.0216247,0.0216201,1.93339e-10,3.59421e-07,1.10386e-07,1.20193e-07,2.83908e-12,4.65494e-08,4.23448e-07,1.06e-06,2.4505e-15,2.32832e-10,4.69767e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
6.95978,0.0287382,0.022461,0.0216247,0.0216201,1.91054e-10,3.55167e-07,1.14642e-07,1.20191e-07,2.56416e-12,4.2042e-08,4.27955e-07,1.06e-06,2.44738e-15,2.32537e-10,4.69767e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
7.25875,0.028654,0.0223799,0.0216246,0.0216201,1.88797e-10,3.50965e-07,1.18847e-07,1.20189e-07,2.31665e-12,3.79841e-08,4.32014e-07,1.06e-06,2.4457e-15,2.32378e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
7.55772,0.0285708,0.0223068,0.0216246,0.0216201,1.86568e-10,3.46814e-07,1.22999e-07,1.20187e-07,2.09381e-12,3.43307e-08,4.35667e-07,1.06e-06,2.44474e-15,2.32287e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
7.85668,0.0284887,0.022241,0.0216246,0.0216201,1.84365e-10,3.42714e-07,1.27102e-07,1.20184e-07,1.89319e-12,3.10415e-08,4.38957e-07,1.06e-06,2.44418e-15,2.32233e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
8.15565,0.0284075,0.0221817,0.0216246,0.0216201,1.8219e-10,3.38664e-07,1.31153e-07,1.20182e-07,1.71257e-12,2.80802e-08,4.41918e-07,1.06e-06,2.44386e-15,2.32203e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
8.45462,0.0283273,0.0221284,0.0216246,0.0216201,1.80041e-10,3.34664e-07,1.35156e-07,1.2018e-07,1.54995e-12,2.54141e-08,4.44584e-07,1.06e-06,2.4437e-15,2.32188e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
8.78399,0.0282401,0.0220758,0.0216246,0.0216201,1.77704e-10,3.30314e-07,1.39508e-07,1.20178e-07,1.3895e-12,2.27836e-08,4.47215e-07,1.06e-06,2.44361e-15,2.3218e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
9.11336,0.0281541,0.0220289,0.0216246,0.0216201,1.75398e-10,3.26022e-07,1.43802e-07,1.20175e-07,1.24659e-12,2.04405e-08,4.49558e-07,1.06e-06,2.44356e-15,2.32175e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
9.44272,0.0280693,0.0219872,0.0216246,0.0216201,1.73124e-10,3.21789e-07,1.48038e-07,1.20173e-07,1.11929e-12,1.83534e-08,4.51645e-07,1.06e-06,2.44352e-15,2.32171e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
9.77209,0.0279856,0.02195,0.0216246,0.0216201,1.7088e-10,3.17612e-07,1.52217e-07,1.20171e-07,1.00589e-12,1.64944e-08,4.53505e-07,1.06e-06,2.4435e-15,2.32169e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
10.1015,0.027903,0.0219168,0.0216246,0.0216201,1.68666e-10,3.13491e-07,1.5634e-07,1.20169e-07,9.04888e-13,1.48384e-08,4.55161e-07,1.06e-06,2.44349e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
10.4308,0.0278215,0.0218873,0.0216246,0.0216201,1.66481e-10,3.09427e-07,1.60407e-07,1.20166e-07,8.14919e-13,1.33634e-08,4.56636e-07,1.06e-06,2.44349e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
10.7602,0.0277411,0.021861,0.0216246,0.0216201,1.64327e-10,3.05416e-07,1.64419e-07,1.20164e-07,7.3478e-13,1.20495e-08,4.5795e-07,1.06e-06,2.44349e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
11.0896,0.0276619,0.0218376,0.0216246,0.0216201,1.62201e-10,3.0146e-07,1.68378e-07,1.20162e-07,6.63397e-13,1.08792e-08,4.5912e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
11.4189,0.0275836,0.0218168,0.0216246,0.0216201,1.60104e-10,2.97557e-07,1.72282e-07,1.2016e-07,5.99813e-13,9.83672e-09,4.60163e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
11.7483,0.0275065,0.0217982,0.0216246,0.0216201,1.58034e-10,2.93707e-07,1.76135e-07,1.20158e-07,5.43176e-13,8.90816e-09,4.61091e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
12.0777,0.0274303,0.0217817,0.0216246,0.0216201,1.55993e-10,2.89909e-07,1.79935e-07,1.20156e-07,4.92727e-13,8.08105e-09,4.61918e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
12.407,0.0273552,0.0217669,0.0216246,0.0216201,1.53979e-10,2.86162e-07,1.83684e-07,1.20154e-07,4.47789e-13,7.34431e-09,4.62655e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
12.7364,0.0272812,0.0217538,0.0216246,0.0216201,1.51993e-10,2.82465e-07,1.87383e-07,1.20152e-07,4.07762e-13,6.68807e-09,4.63312e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
13.0658,0.0272081,0.0217421,0.0216246,0.0216201,1.50032e-10,2.78818e-07,1.91032e-07,1.2015e-07,3.72108e-13,6.10352e-09,4.63896e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
13.3951,0.027136,0.0217317,0.0216246,0.0216201,1.48099e-10,2.7522e-07,1.94632e-07,1.20148e-07,3.40349e-13,5.58284e-09,4.64417e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
13.7636,0.0270565,0.0217214,0.0216246,0.0216201,1.45966e-10,2.71253e-07,1.98601e-07,1.20146e-07,3.08918e-13,5.06753e-09,4.64932e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
14.132,0.0269781,0.0217123,0.0216246,0.0216201,1.43866e-10,2.67346e-07,2.0251e-07,1.20144e-07,2.81302e-13,4.61477e-09,4.65385e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
14.5004,0.026901,0.0217044,0.0216246,0.0216201,1.41797e-10,2.63498e-07,2.06361e-07,1.20142e-07,2.57039e-13,4.21698e-09,4.65783e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
14.8688,0.026825,0.0216974,0.0216246,0.0216201,1.3976e-10,2.59707e-07,2.10153e-07,1.2014e-07,2.3572e-13,3.86747e-09,4.66132e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
15.2373,0.0267502,0.0216912,0.0216246,0.0216201,1.37753e-10,2.55974e-07,2.13889e-07,1.20138e-07,2.16991e-13,3.56039e-09,4.66439e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
15.6057,0.0266765,0.0216858,0.0216246,0.0216201,1.35776e-10,2.52296e-07,2.17568e-07,1.20136e-07,2.00534e-13,3.29059e-09,4.66709e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
15.9741,0.0266039,0.0216811,0.0216246,0.0216201,1.33829e-10,2.48674e-07,2.21192e-07,1.20134e-07,1.86076e-13,3.05355e-09,4.66946e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
16.3426,0.0265324,0.0216769,0.0216246,0.0216201,1.31911e-10,2.45107e-07,2.24761e-07,1.20132e-07,1.73372e-13,2.84528e-09,4.67155e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
16.711,0.026462,0.0216733,0.0216246,0.0216201,1.30022e-10,2.41593e-07,2.28277e-07,1.2013e-07,1.62211e-13,2.66229e-09,4.67338e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
17.0794,0.0263926,0.02167,0.0216246,0.0216201,1.28161e-10,2.38133e-07,2.31739e-07,1.20128e-07,1.52404e-13,2.50151e-09,4.67498e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
17.4478,0.0263243,0.0216672,0.0216246,0.0216201,1.26328e-10,2.34724e-07,2.3515e-07,1.20126e-07,1.43789e-13,2.36026e-09,4.6764e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
17.8163,0.026257,0.0216647,0.0216246,0.0216201,1.24523e-10,2.31366e-07,2.38509e-07,1.20125e-07,1.36218e-13,2.23615e-09,4.67764e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
18.1847,0.0261908,0.0216626,0.0216246,0.0216201,1.22745e-10,2.2806e-07,2.41818e-07,1.20123e-07,1.29567e-13,2.1271e-09,4.67873e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
18.5531,0.0261255,0.0216606,0.0216246,0.0216201,1.20993e-10,2.24803e-07,2.45077e-07,1.20121e-07,1.23724e-13,2.0313e-09,4.67969e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
18.9215,0.0260612,0.021659,0.0216246,0.0216201,1.19268e-10,2.21594e-07,2.48286e-07,1.20119e-07,1.1859e-13,1.94712e-09,4.68053e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
19.29,0.0259979,0.0216575,0.0216246,0.0216201,1.17569e-10,2.18435e-07,2.51448e-07,1.20118e-07,1.14078e-13,1.87316e-09,4.68127e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
19.6584,0.0259355,0.0216562,0.0216246,0.0216201,1.15895e-10,2.15322e-07,2.54562e-07,1.20116e-07,1.10115e-13,1.80818e-09,4.68192e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
20.0268,0.025874,0.021655,0.0216246,0.0216201,1.14247e-10,2.12257e-07,2.57629e-07,1.20114e-07,1.06633e-13,1.75109e-09,4.68249e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
20.3952,0.0258135,0.021654,0.0216246,0.0216201,1.12623e-10,2.09238e-07,2.6065e-07,1.20113e-07,1.03573e-13,1.70093e-09,4.68299e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
20.7637,0.0257539,0.0216531,0.0216246,0.0216201,1.11023e-10,2.06264e-07,2.63625e-07,1.20111e-07,1.00885e-13,1.65686e-09,4.68343e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
21.1321,0.0256952,0.0216524,0.0216246,0.0216201,1.09448e-10,2.03335e-07,2.66556e-07,1.20109e-07,9.85234e-14,1.61814e-09,4.68382e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
21.5904,0.0256234,0.0216515,0.0216246,0.0216201,1.07521e-10,1.99752e-07,2.7014e-07,1.20108e-07,9.59813e-14,1.57646e-09,4.68423e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
22.0488,0.025553,0.0216508,0.0216246,0.0216201,1.0563e-10,1.96236e-07,2.73658e-07,1.20106e-07,9.38173e-14,1.54098e-09,4.68459e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
22.5071,0.0254838,0.0216502,0.0216246,0.0216201,1.03774e-10,1.92786e-07,2.7711e-07,1.20104e-07,9.19752e-14,1.51078e-09,4.68489e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
22.9655,0.025416,0.0216497,0.0216246,0.0216201,1.01953e-10,1.89401e-07,2.80497e-07,1.20102e-07,9.04068e-14,1.48507e-09,4.68515e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
23.4238,0.0253494,0.0216493,0.0216246,0.0216201,1.00166e-10,1.86079e-07,2.83821e-07,1.201e-07,8.90719e-14,1.46318e-09,4.68537e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
23.8822,0.025284,0.0216489,0.0216246,0.0216201,9.84126e-11,1.82818e-07,2.87083e-07,1.20098e-07,8.79355e-14,1.44455e-09,4.68555e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
24.3405,0.0252199,0.0216486,0.0216246,0.0216201,9.66915e-11,1.79619e-07,2.90284e-07,1.20097e-07,8.69678e-14,1.42869e-09,4.68571e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
24.7989,0.025157,0.0216483,0.0216246,0.0216201,9.50026e-11,1.7648e-07,2.93425e-07,1.20095e-07,8.61442e-14,1.41518e-09,4.68585e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
25.2572,0.0250953,0.0216481,0.0216246,0.0216201,9.33451e-11,1.73399e-07,2.96508e-07,1.20093e-07,8.54431e-14,1.40369e-09,4.68596e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
25.6374,0.0250449,0.0216479,0.0216246,0.0216201,9.19938e-11,1.70887e-07,2.99021e-07,1.20092e-07,8.49414e-14,1.39546e-09,4.68604e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
26.0176,0.0249954,0.0216478,0.0216246,0.0216201,9.06634e-11,1.68414e-07,3.01495e-07,1.20091e-07,8.45023e-14,1.38827e-09,4.68612e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
26.3978,0.0249466,0.0216476,0.0216246,0.0216201,8.93536e-11,1.6598e-07,3.03931e-07,1.20089e-07,8.41182e-14,1.38197e-09,4.68618e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
26.778,0.0248985,0.0216475,0.0216246,0.0216201,8.80641e-11,1.63583e-07,3.06329e-07,1.20088e-07,8.3782e-14,1.37646e-09,4.68623e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
27.1582,0.0248512,0.0216474,0.0216246,0.0216201,8.67946e-11,1.61223e-07,3.0869e-07,1.20087e-07,8.3488e-14,1.37163e-09,4.68628e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
27.5383,0.0248047,0.0216474,0.0216246,0.0216201,8.55448e-11,1.58901e-07,3.11014e-07,1.20086e-07,8.32305e-14,1.36742e-09,4.68633e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
27.858,0.0247661,0.0216473,0.0216246,0.0216201,8.45091e-11,1.56976e-07,3.1294e-07,1.20085e-07,8.30392e-14,1.36428e-09,4.68636e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
28.1776,0.024728,0.0216472,0.0216246,0.0216201,8.3487e-11,1.55076e-07,3.1484e-07,1.20083e-07,8.28684e-14,1.36148e-09,4.68638e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
28.4972,0.0246905,0.0216472,0.0216246,0.0216201,8.24781e-11,1.53201e-07,3.16716e-07,1.20082e-07,8.27156e-14,1.35897e-09,4.68641e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
28.8168,0.0246534,0.0216471,0.0216246,0.0216201,8.14825e-11,1.51351e-07,3.18568e-07,1.20081e-07,8.2579e-14,1.35673e-09,4.68643e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
29.1364,0.0246168,0.0216471,0.0216246,0.0216201,8.04998e-11,1.49525e-07,3.20395e-07,1.2008e-07,8.24569e-14,1.35473e-09,4.68645e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
29.7756,0.024545,0.021647,0.0216246,0.0216201,7.85727e-11,1.45943e-07,3.23978e-07,1.20079e-07,8.22504e-14,1.35134e-09,4.68649e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
30.2833,0.0244893,0.021647,0.0216246,0.0216201,7.70778e-11,1.43165e-07,3.26758e-07,1.20077e-07,8.21162e-14,1.34915e-09,4.68651e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
30.791,0.0244348,0.021647,0.0216246,0.0216201,7.56138e-11,1.40445e-07,3.2948e-07,1.20076e-07,8.20042e-14,1.34731e-09,4.68653e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
31.2987,0.0243814,0.0216469,0.0216246,0.0216201,7.418e-11,1.37781e-07,3.32145e-07,1.20074e-07,8.19108e-14,1.34577e-09,4.68654e-07,1.06e-06,2.44349e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
31.8063,0.0243291,0.0216469,0.0216246,0.0216201,7.27757e-11,1.35171e-07,3.34756e-07,1.20073e-07,8.18323e-14,1.34449e-09,4.68655e-07,1.06e-06,2.44349e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
31.9518,0.0243143,0.0216469,0.0216246,0.0216201,7.23787e-11,1.34434e-07,3.35494e-07,1.20072e-07,8.18121e-14,1.34416e-09,4.68656e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
32.0973,0.0242996,0.0216469,0.0216246,0.0216201,7.19841e-11,1.337e-07,3.36228e-07,1.20072e-07,8.1793e-14,1.34385e-09,4.68656e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
32.2428,0.024285,0.0216469,0.0216246,0.0216201,7.15918e-11,1.32971e-07,3.36957e-07,1.20072e-07,8.17749e-14,1.34355e-09,4.68656e-07,1.06e-06,2.44348e-15,2.32168e-10,4.69768e-07,6.13e-06,3.68235e-19,2.85114e-12,4.69997e-07,0.00049953
