Time,Values[Absorbance_0.59],Values[Absorbance_1.53],Values[Absorbance_6.6],Values[Absorbance_500],[sGC{[NO]=0.59}],[6C-sGC-NO{[NO]=0.59}],[5C-sGC-NO{[NO]=0.59}],[NO{[NO]=0.59}],[sGC{[NO]=1.53}],[6C-sGC-NO{[NO]=1.53}],[5C-sGC-NO{[NO]=1.53}],[NO{[NO]=1.53}],[sGC{[NO]=6.6}],[6C-sGC-NO{[NO]=6.6}],[5C-sGC-NO{[NO]=6.6}],[NO{[NO]=6.6}],[sGC{[NO]=500}],[6C-sGC-NO{[NO]=500}],[5C-sGC-NO{[NO]=500}],[NO{[NO]=500}]
0.0064934,0.0477302,0.0382752,0.0309689,0.0248499,2.88142e-07,1.81755e-07,1.02719e-10,4.08142e-07,1.25292e-07,3.44118e-07,5.89177e-10,1.18529e-06,9.18123e-10,4.63862e-07,5.21975e-09,6.13092e-06,2.09018e-14,1.61493e-07,3.08507e-07,0.00049953
0.0065185,0.0477037,0.0382417,0.0309671,0.0248365,2.87685e-07,1.82211e-07,1.03336e-10,4.07685e-07,1.24716e-07,3.44691e-07,5.92561e-10,1.18472e-06,8.96605e-10,4.6386e-07,5.2433e-09,6.1309e-06,2.08155e-14,1.60826e-07,3.09174e-07,0.00049953
0.00654359,0.0476772,0.0382084,0.0309654,0.0248232,2.8723e-07,1.82666e-07,1.03954e-10,4.0723e-07,1.24143e-07,3.45261e-07,5.95948e-10,1.18414e-06,8.75595e-10,4.63858e-07,5.26686e-09,6.13088e-06,2.07296e-14,1.60162e-07,3.09838e-07,0.00049953
0.00656868,0.0476509,0.0381753,0.0309638,0.02481,2.86775e-07,1.8312e-07,1.04572e-10,4.06775e-07,1.23573e-07,3.45827e-07,5.9934e-10,1.18357e-06,8.5508e-10,4.63855e-07,5.29041e-09,6.13086e-06,2.06441e-14,1.59501e-07,3.10499e-07,0.00049953
0.00659377,0.0476246,0.0381423,0.0309622,0.0247969,2.86322e-07,1.83572e-07,1.05192e-10,4.06322e-07,1.23006e-07,3.46391e-07,6.02735e-10,1.18301e-06,8.35048e-10,4.63851e-07,5.31396e-09,6.13084e-06,2.05589e-14,1.58843e-07,3.11157e-07,0.00049953
0.00663282,0.0475838,0.0380913,0.0309597,0.0247765,2.8562e-07,1.84274e-07,1.06158e-10,4.0562e-07,1.22129e-07,3.47263e-07,6.08027e-10,1.18213e-06,8.04807e-10,4.63845e-07,5.35062e-09,6.1308e-06,2.0427e-14,1.57824e-07,3.12176e-07,0.00049953
0.00667187,0.0475432,0.0380407,0.0309572,0.0247562,2.8492e-07,1.84973e-07,1.07125e-10,4.0492e-07,1.21259e-07,3.48128e-07,6.13329e-10,1.18126e-06,7.75669e-10,4.63837e-07,5.38727e-09,6.13078e-06,2.02959e-14,1.56811e-07,3.13189e-07,0.00049953
0.00671091,0.0475028,0.0379905,0.0309549,0.0247361,2.84223e-07,1.85668e-07,1.08095e-10,4.04223e-07,1.20395e-07,3.48986e-07,6.18639e-10,1.1804e-06,7.47592e-10,4.63828e-07,5.42392e-09,6.13075e-06,2.01657e-14,1.55805e-07,3.14195e-07,0.00049953
0.00674996,0.0474625,0.0379408,0.0309526,0.0247161,2.8353e-07,1.86361e-07,1.09067e-10,4.0353e-07,1.19539e-07,3.49838e-07,6.23959e-10,1.17954e-06,7.20538e-10,4.63819e-07,5.46057e-09,6.13072e-06,2.00363e-14,1.54805e-07,3.15195e-07,0.00049953
0.0068081,0.0474029,0.0378673,0.0309493,0.0246866,2.82502e-07,1.87388e-07,1.10517e-10,4.02502e-07,1.18276e-07,3.51093e-07,6.31895e-10,1.17828e-06,6.82076e-10,4.63803e-07,5.51514e-09,6.13068e-06,1.98452e-14,1.53329e-07,3.16671e-07,0.00049953
0.00686623,0.0473436,0.0377948,0.0309461,0.0246573,2.81481e-07,1.88407e-07,1.11972e-10,4.01481e-07,1.17027e-07,3.52333e-07,6.39851e-10,1.17703e-06,6.45681e-10,4.63785e-07,5.5697e-09,6.13065e-06,1.96559e-14,1.51866e-07,3.18134e-07,0.00049953
0.00692436,0.0472847,0.0377231,0.030943,0.0246284,2.80466e-07,1.89421e-07,1.1343e-10,4.00466e-07,1.15794e-07,3.53559e-07,6.47827e-10,1.17579e-06,6.11241e-10,4.63765e-07,5.62426e-09,6.13061e-06,1.94685e-14,1.50418e-07,3.19582e-07,0.00049953
0.0069825,0.0472262,0.0376522,0.03094,0.0245997,2.79457e-07,1.90428e-07,1.14893e-10,3.99457e-07,1.14574e-07,3.5477e-07,6.55822e-10,1.17457e-06,5.78653e-10,4.63743e-07,5.67881e-09,6.13058e-06,1.92828e-14,1.48983e-07,3.21017e-07,0.00049953
0.00704063,0.047168,0.0375821,0.0309371,0.0245713,2.78454e-07,1.9143e-07,1.1636e-10,3.98454e-07,1.13369e-07,3.55968e-07,6.63836e-10,1.17337e-06,5.47817e-10,4.63719e-07,5.73336e-09,6.13055e-06,1.90989e-14,1.47563e-07,3.22437e-07,0.00049953
0.00710586,0.0471031,0.0375044,0.030934,0.0245397,2.77336e-07,1.92546e-07,1.18011e-10,3.97336e-07,1.12033e-07,3.57295e-07,6.7285e-10,1.17203e-06,5.15185e-10,4.6369e-07,5.79457e-09,6.13052e-06,1.88946e-14,1.45984e-07,3.24016e-07,0.00049953
0.00717109,0.0470387,0.0374278,0.030931,0.0245085,2.76226e-07,1.93654e-07,1.19666e-10,3.96226e-07,1.10714e-07,3.58604e-07,6.81887e-10,1.17071e-06,4.84515e-10,4.6366e-07,5.85577e-09,6.13048e-06,1.86926e-14,1.44423e-07,3.25577e-07,0.00049953
0.00723632,0.0469747,0.0373521,0.0309281,0.0244776,2.75123e-07,1.94755e-07,1.21327e-10,3.95123e-07,1.09412e-07,3.59897e-07,6.90947e-10,1.16941e-06,4.55689e-10,4.63627e-07,5.91697e-09,6.13046e-06,1.84926e-14,1.42878e-07,3.27122e-07,0.00049953
0.00730155,0.0469112,0.0372774,0.0309253,0.024447,2.74028e-07,1.95849e-07,1.22992e-10,3.94028e-07,1.08127e-07,3.61173e-07,7.0003e-10,1.16813e-06,4.28595e-10,4.63593e-07,5.97817e-09,6.13043e-06,1.82949e-14,1.4135e-07,3.2865e-07,0.00049953
0.00736678,0.046848,0.0372036,0.0309226,0.0244168,2.7294e-07,1.96935e-07,1.24662e-10,3.9294e-07,1.06858e-07,3.62432e-07,7.09134e-10,1.16686e-06,4.03129e-10,4.63558e-07,6.03936e-09,6.1304e-06,1.80992e-14,1.39839e-07,3.30161e-07,0.00049953
0.0074526,0.0467656,0.037108,0.0309192,0.0243775,2.7152e-07,1.98353e-07,1.26865e-10,3.9152e-07,1.05214e-07,3.64065e-07,7.21145e-10,1.16521e-06,3.71943e-10,4.63508e-07,6.11985e-09,6.13037e-06,1.7845e-14,1.37874e-07,3.32126e-07,0.00049953
0.00753842,0.0466839,0.037014,0.0309159,0.0243388,2.70112e-07,1.99759e-07,1.29077e-10,3.90112e-07,1.03597e-07,3.65669e-07,7.33192e-10,1.1636e-06,3.43199e-10,4.63456e-07,6.20033e-09,6.13034e-06,1.75943e-14,1.35938e-07,3.34062e-07,0.00049953
0.00762423,0.046603,0.0369215,0.0309128,0.0243006,2.68717e-07,2.01152e-07,1.31296e-10,3.88717e-07,1.02008e-07,3.67247e-07,7.45275e-10,1.16201e-06,3.16706e-10,4.63402e-07,6.28081e-09,6.13032e-06,1.73472e-14,1.34028e-07,3.35972e-07,0.00049953
0.00771005,0.0465227,0.0368306,0.0309097,0.0242629,2.67334e-07,2.02533e-07,1.33523e-10,3.87334e-07,1.00444e-07,3.68798e-07,7.57394e-10,1.16044e-06,2.92287e-10,4.63346e-07,6.36127e-09,6.13029e-06,1.71035e-14,1.32145e-07,3.37854e-07,0.00049953
0.00779587,0.0464431,0.0367412,0.0309068,0.0242258,2.65962e-07,2.03902e-07,1.35757e-10,3.85962e-07,9.89072e-08,3.70323e-07,7.69546e-10,1.15891e-06,2.69781e-10,4.63288e-07,6.44173e-09,6.13027e-06,1.68632e-14,1.30289e-07,3.39711e-07,0.00049953
0.00788168,0.0463642,0.0366533,0.030904,0.0241892,2.64603e-07,2.05259e-07,1.37998e-10,3.84603e-07,9.73955e-08,3.71823e-07,7.81733e-10,1.1574e-06,2.49037e-10,4.63229e-07,6.52217e-09,6.13025e-06,1.66264e-14,1.28459e-07,3.41541e-07,0.00049953
0.00799377,0.0462622,0.0365406,0.0309005,0.0241421,2.62845e-07,2.07014e-07,1.40935e-10,3.82845e-07,9.54586e-08,3.73744e-07,7.977e-10,1.15546e-06,2.2437e-10,4.63148e-07,6.62723e-09,6.13022e-06,1.6322e-14,1.26107e-07,3.43893e-07,0.00049953
0.00810586,0.0461613,0.0364304,0.0308971,0.024096,2.61107e-07,2.08749e-07,1.43884e-10,3.81107e-07,9.35634e-08,3.75623e-07,8.13721e-10,1.15356e-06,2.02194e-10,4.63066e-07,6.73226e-09,6.1302e-06,1.60232e-14,1.23799e-07,3.46201e-07,0.00049953
0.00821795,0.0460616,0.0363225,0.0308938,0.0240506,2.59388e-07,2.10465e-07,1.46844e-10,3.79388e-07,9.17088e-08,3.77461e-07,8.29796e-10,1.15171e-06,1.82259e-10,4.6298e-07,6.83728e-09,6.13018e-06,1.57298e-14,1.21532e-07,3.48468e-07,0.00049953
0.00833004,0.0459629,0.0362169,0.0308907,0.0240061,2.57688e-07,2.12162e-07,1.49814e-10,3.77688e-07,8.98938e-08,3.7926e-07,8.45923e-10,1.14989e-06,1.64338e-10,4.62893e-07,6.94228e-09,6.13016e-06,1.54419e-14,1.19307e-07,3.50693e-07,0.00049953
0.00844213,0.0458653,0.0361136,0.0308877,0.0239625,2.56006e-07,2.13841e-07,1.52795e-10,3.76006e-07,8.81175e-08,3.8102e-07,8.62101e-10,1.14812e-06,1.48227e-10,4.62805e-07,7.04725e-09,6.13015e-06,1.51592e-14,1.17123e-07,3.52877e-07,0.00049953
0.00855422,0.0457688,0.0360124,0.0308847,0.0239196,2.54343e-07,2.15501e-07,1.55787e-10,3.74343e-07,8.6379e-08,3.82743e-07,8.78328e-10,1.14638e-06,1.33744e-10,4.62714e-07,7.15221e-09,6.13013e-06,1.48816e-14,1.14979e-07,3.55021e-07,0.00049953
0.00866631,0.0456733,0.0359134,0.0308819,0.0238775,2.52698e-07,2.17143e-07,1.58787e-10,3.72698e-07,8.46773e-08,3.84428e-07,8.94603e-10,1.14468e-06,1.20724e-10,4.62622e-07,7.25714e-09,6.13012e-06,1.46092e-14,1.12874e-07,3.57126e-07,0.00049953
0.0087784,0.0455789,0.0358165,0.0308791,0.0238362,2.51071e-07,2.18767e-07,1.61798e-10,3.71071e-07,8.30115e-08,3.86078e-07,9.10925e-10,1.14301e-06,1.0902e-10,4.62529e-07,7.36206e-09,6.13011e-06,1.43417e-14,1.10808e-07,3.59192e-07,0.00049953
0.00889049,0.0454855,0.0357215,0.0308764,0.0237956,2.49462e-07,2.20374e-07,1.64817e-10,3.69462e-07,8.13809e-08,3.87692e-07,9.27292e-10,1.14138e-06,9.84974e-11,4.62435e-07,7.46695e-09,6.1301e-06,1.40792e-14,1.08779e-07,3.61221e-07,0.00049953
0.00900257,0.045393,0.0356286,0.0308737,0.0237558,2.47869e-07,2.21963e-07,1.67846e-10,3.67869e-07,7.97845e-08,3.89272e-07,9.43703e-10,1.13978e-06,8.90381e-11,4.62339e-07,7.57182e-09,6.13009e-06,1.38214e-14,1.06787e-07,3.63212e-07,0.00049953
0.00911466,0.0453016,0.0355377,0.0308711,0.0237167,2.46294e-07,2.23536e-07,1.70883e-10,3.66294e-07,7.82217e-08,3.90818e-07,9.60158e-10,1.13822e-06,8.05343e-11,4.62243e-07,7.67667e-09,6.13008e-06,1.35684e-14,1.04833e-07,3.65167e-07,0.00049953
0.00922675,0.0452111,0.0354486,0.0308686,0.0236783,2.44735e-07,2.25091e-07,1.73928e-10,3.64735e-07,7.66915e-08,3.92332e-07,9.76655e-10,1.13669e-06,7.28896e-11,4.62146e-07,7.78149e-09,6.13007e-06,1.332e-14,1.02913e-07,3.67087e-07,0.00049953
0.00933884,0.0451216,0.0353613,0.0308661,0.0236406,2.43192e-07,2.26631e-07,1.76981e-10,3.63192e-07,7.51932e-08,3.93814e-07,9.93193e-10,1.13519e-06,6.60171e-11,4.62048e-07,7.8863e-09,6.13007e-06,1.30761e-14,1.01029e-07,3.68971e-07,0.00049953
0.00945093,0.045033,0.0352759,0.0308636,0.0236036,2.41666e-07,2.28154e-07,1.80042e-10,3.61666e-07,7.37261e-08,3.95264e-07,1.00977e-09,1.13373e-06,5.98389e-11,4.61949e-07,7.99108e-09,6.13006e-06,1.28367e-14,9.91797e-08,3.7082e-07,0.00049953
0.00956302,0.0449454,0.0351923,0.0308612,0.0235673,2.40156e-07,2.29661e-07,1.83111e-10,3.60156e-07,7.22895e-08,3.96684e-07,1.02639e-09,1.13229e-06,5.42847e-11,4.6185e-07,8.09584e-09,6.13005e-06,1.26017e-14,9.7364e-08,3.72636e-07,0.00049953
0.00967511,0.0448586,0.0351103,0.0308588,0.0235316,2.38661e-07,2.31153e-07,1.86187e-10,3.58661e-07,7.08826e-08,3.98074e-07,1.04304e-09,1.13088e-06,4.92915e-11,4.6175e-07,8.20058e-09,6.13005e-06,1.2371e-14,9.55815e-08,3.74418e-07,0.00049953
0.0097872,0.0447728,0.0350301,0.0308565,0.0234966,2.37182e-07,2.32629e-07,1.8927e-10,3.57182e-07,6.95048e-08,3.99436e-07,1.05974e-09,1.1295e-06,4.48026e-11,4.6165e-07,8.30529e-09,6.13004e-06,1.21446e-14,9.38317e-08,3.76168e-07,0.00049953
0.00989929,0.0446878,0.0349515,0.0308542,0.0234623,2.35718e-07,2.3409e-07,1.9236e-10,3.55718e-07,6.81554e-08,4.00768e-07,1.07646e-09,1.12816e-06,4.07672e-11,4.61549e-07,8.40998e-09,6.13004e-06,1.19222e-14,9.21139e-08,3.77886e-07,0.00049953
0.0100114,0.0446037,0.0348745,0.0308519,0.0234286,2.34269e-07,2.35536e-07,1.95456e-10,3.54269e-07,6.68337e-08,4.02073e-07,1.09323e-09,1.12683e-06,3.71393e-11,4.61448e-07,8.51465e-09,6.13004e-06,1.1704e-14,9.04275e-08,3.79572e-07,0.00049953
0.0101235,0.0445204,0.0347991,0.0308496,0.0233954,2.32834e-07,2.36967e-07,1.98559e-10,3.52834e-07,6.55392e-08,4.03351e-07,1.11003e-09,1.12554e-06,3.38778e-11,4.61347e-07,8.61929e-09,6.13003e-06,1.14897e-14,8.8772e-08,3.81228e-07,0.00049953
0.0102356,0.044438,0.0347252,0.0308473,0.0233629,2.31415e-07,2.38384e-07,2.01668e-10,3.51415e-07,6.42712e-08,4.04602e-07,1.12686e-09,1.12427e-06,3.09458e-11,4.61245e-07,8.72392e-09,6.13003e-06,1.12794e-14,8.71469e-08,3.82853e-07,0.00049953
0.0103476,0.0443564,0.0346528,0.0308451,0.023331,2.30009e-07,2.39786e-07,2.04783e-10,3.50009e-07,6.30291e-08,4.05827e-07,1.14372e-09,1.12303e-06,2.83098e-11,4.61143e-07,8.82851e-09,6.13003e-06,1.10729e-14,8.55515e-08,3.84449e-07,0.00049953
0.0104597,0.0442757,0.0345819,0.0308428,0.0232997,2.28618e-07,2.41174e-07,2.07904e-10,3.48618e-07,6.18124e-08,4.07027e-07,1.16062e-09,1.12181e-06,2.594e-11,4.61041e-07,8.93309e-09,6.13003e-06,1.08701e-14,8.39852e-08,3.86015e-07,0.00049953
0.0105718,0.0441957,0.0345124,0.0308406,0.023269,2.2724e-07,2.42549e-07,2.1103e-10,3.4724e-07,6.06204e-08,4.08202e-07,1.17755e-09,1.12062e-06,2.38096e-11,4.60939e-07,9.03764e-09,6.13002e-06,1.06711e-14,8.24477e-08,3.87552e-07,0.00049953
0.0106839,0.0441165,0.0344444,0.0308384,0.0232388,2.25876e-07,2.4391e-07,2.14162e-10,3.45876e-07,5.94526e-08,4.09353e-07,1.19451e-09,1.11945e-06,2.18942e-11,4.60836e-07,9.14217e-09,6.13002e-06,1.04758e-14,8.09383e-08,3.89062e-07,0.00049953
0.010796,0.0440382,0.0343777,0.0308362,0.0232091,2.24526e-07,2.45257e-07,2.17298e-10,3.44526e-07,5.83085e-08,4.1048e-07,1.21149e-09,1.11831e-06,2.01723e-11,4.60733e-07,9.24668e-09,6.13002e-06,1.0284e-14,7.94566e-08,3.90543e-07,0.00049953
0.0109081,0.0439605,0.0343123,0.0308341,0.02318,2.23189e-07,2.46591e-07,2.2044e-10,3.43189e-07,5.71876e-08,4.11584e-07,1.22851e-09,1.11719e-06,1.86242e-11,4.6063e-07,9.35116e-09,6.13002e-06,1.00957e-14,7.8002e-08,3.91998e-07,0.00049953
0.0110202,0.0438837,0.0342483,0.0308319,0.0231515,2.21865e-07,2.47911e-07,2.23587e-10,3.41865e-07,5.60893e-08,4.12665e-07,1.24556e-09,1.11609e-06,1.72323e-11,4.60527e-07,9.45562e-09,6.13002e-06,9.91091e-15,7.6574e-08,3.93426e-07,0.00049953
0.0111323,0.0438076,0.0341855,0.0308297,0.0231234,2.20554e-07,2.49219e-07,2.26738e-10,3.40554e-07,5.50131e-08,4.13724e-07,1.26263e-09,1.11501e-06,1.5981e-11,4.60424e-07,9.56005e-09,6.13002e-06,9.72947e-15,7.51721e-08,3.94828e-07,0.00049953
0.0112444,0.0437322,0.034124,0.0308276,0.0230959,2.19256e-07,2.50515e-07,2.29893e-10,3.39256e-07,5.39586e-08,4.14762e-07,1.27973e-09,1.11396e-06,1.4856e-11,4.60321e-07,9.66447e-09,6.13001e-06,9.55135e-15,7.37959e-08,3.96204e-07,0.00049953
0.0113564,0.0436576,0.0340637,0.0308254,0.0230689,2.1797e-07,2.51797e-07,2.33053e-10,3.3797e-07,5.29253e-08,4.15778e-07,1.29685e-09,1.11293e-06,1.38446e-11,4.60217e-07,9.76885e-09,6.13001e-06,9.37649e-15,7.24449e-08,3.97555e-07,0.00049953
0.0114685,0.0435837,0.0340047,0.0308233,0.0230424,2.16696e-07,2.53068e-07,2.36217e-10,3.36696e-07,5.19127e-08,4.16773e-07,1.31401e-09,1.11191e-06,1.29352e-11,4.60114e-07,9.87322e-09,6.13001e-06,9.20484e-15,7.11187e-08,3.98881e-07,0.00049953
0.0115806,0.0435104,0.0339468,0.0308212,0.0230163,2.15435e-07,2.54326e-07,2.39385e-10,3.35435e-07,5.09204e-08,4.17748e-07,1.33118e-09,1.11092e-06,1.21176e-11,4.6001e-07,9.97756e-09,6.13001e-06,9.03632e-15,6.98167e-08,4.00183e-07,0.00049953
0.0117047,0.0434302,0.033884,0.0308188,0.0229881,2.14053e-07,2.55704e-07,2.42895e-10,3.34053e-07,4.98451e-08,4.18805e-07,1.35022e-09,1.10985e-06,1.13084e-11,4.59896e-07,1.0093e-08,6.13001e-06,8.8534e-15,6.84034e-08,4.01597e-07,0.00049953
0.0118287,0.0433508,0.0338226,0.0308164,0.0229604,2.12685e-07,2.57068e-07,2.46411e-10,3.32685e-07,4.87936e-08,4.19837e-07,1.36929e-09,1.10879e-06,1.05891e-11,4.59781e-07,1.02085e-08,6.13001e-06,8.67418e-15,6.70187e-08,4.02981e-07,0.00049953
0.0119528,0.0432723,0.0337626,0.0308141,0.0229332,2.11332e-07,2.58418e-07,2.4993e-10,3.31332e-07,4.77652e-08,4.20846e-07,1.38839e-09,1.10777e-06,9.94964e-12,4.59666e-07,1.03239e-08,6.13001e-06,8.49859e-15,6.56621e-08,4.04338e-07,0.00049953
0.0120769,0.0431945,0.0337039,0.0308118,0.0229067,2.09993e-07,2.59753e-07,2.53453e-10,3.29993e-07,4.67594e-08,4.21833e-07,1.40752e-09,1.10676e-06,9.38116e-12,4.59551e-07,1.04392e-08,6.13001e-06,8.32655e-15,6.43329e-08,4.05667e-07,0.00049953
0.0122009,0.0431176,0.0336465,0.0308094,0.0228806,2.08668e-07,2.61075e-07,2.56981e-10,3.28668e-07,4.57757e-08,4.22798e-07,1.42667e-09,1.10578e-06,8.87575e-12,4.59437e-07,1.05546e-08,6.13001e-06,8.158e-15,6.30306e-08,4.06969e-07,0.00049953
0.012325,0.0430414,0.0335903,0.0308071,0.0228551,2.07356e-07,2.62384e-07,2.60512e-10,3.27356e-07,4.48136e-08,4.23741e-07,1.44585e-09,1.10481e-06,8.42641e-12,4.59322e-07,1.06699e-08,6.13001e-06,7.99286e-15,6.17547e-08,4.08245e-07,0.00049953
0.0124491,0.0429661,0.0335353,0.0308048,0.0228301,2.06058e-07,2.63678e-07,2.64046e-10,3.26058e-07,4.38724e-08,4.24663e-07,1.46506e-09,1.10387e-06,8.0269e-12,4.59207e-07,1.07852e-08,6.13001e-06,7.83106e-15,6.05046e-08,4.09495e-07,0.00049953
0.0125731,0.0428915,0.0334815,0.0308024,0.0228056,2.04773e-07,2.6496e-07,2.67584e-10,3.24773e-07,4.29519e-08,4.25564e-07,1.48429e-09,1.10295e-06,7.67168e-12,4.59092e-07,1.09004e-08,6.13001e-06,7.67254e-15,5.92798e-08,4.1072e-07,0.00049953
0.0126972,0.0428176,0.0334289,0.0308001,0.0227816,2.035e-07,2.66228e-07,2.71125e-10,3.235e-07,4.20513e-08,4.26445e-07,1.50354e-09,1.10205e-06,7.35582e-12,4.58977e-07,1.10157e-08,6.13001e-06,7.51722e-15,5.80798e-08,4.1192e-07,0.00049953
0.0128213,0.0427445,0.0333774,0.0307978,0.0227581,2.02241e-07,2.67484e-07,2.74669e-10,3.22241e-07,4.11704e-08,4.27307e-07,1.52282e-09,1.10117e-06,7.07495e-12,4.58862e-07,1.11309e-08,6.13001e-06,7.36505e-15,5.69041e-08,4.13096e-07,0.00049953
0.0129453,0.0426721,0.0333271,0.0307955,0.022735,2.00995e-07,2.68727e-07,2.78216e-10,3.20995e-07,4.03086e-08,4.28149e-07,1.54213e-09,1.10031e-06,6.82518e-12,4.58747e-07,1.12461e-08,6.13001e-06,7.21596e-15,5.57522e-08,4.14248e-07,0.00049953
0.0130694,0.0426005,0.0332778,0.0307932,0.0227125,1.9976e-07,2.69958e-07,2.81766e-10,3.1976e-07,3.94656e-08,4.28973e-07,1.56145e-09,1.09947e-06,6.60305e-12,4.58632e-07,1.13612e-08,6.13001e-06,7.06989e-15,5.46236e-08,4.15376e-07,0.00049953
0.0132102,0.04252,0.0332231,0.0307905,0.0226874,1.98374e-07,2.7134e-07,2.85798e-10,3.18374e-07,3.85306e-08,4.29886e-07,1.58342e-09,1.09853e-06,6.3805e-12,4.58502e-07,1.14919e-08,6.13001e-06,6.90765e-15,5.33701e-08,4.1663e-07,0.00049953
0.0133511,0.0424404,0.0331698,0.0307879,0.0226629,1.97004e-07,2.72707e-07,2.89834e-10,3.17004e-07,3.76185e-08,4.30776e-07,1.60541e-09,1.09762e-06,6.18565e-12,4.58371e-07,1.16225e-08,6.13001e-06,6.74912e-15,5.21453e-08,4.17855e-07,0.00049953
0.0134919,0.0423617,0.0331177,0.0307853,0.022639,1.95648e-07,2.74058e-07,2.93872e-10,3.15648e-07,3.67288e-08,4.31644e-07,1.62743e-09,1.09673e-06,6.01504e-12,4.58241e-07,1.17531e-08,6.13001e-06,6.59424e-15,5.09486e-08,4.19051e-07,0.00049953
0.0136328,0.0422839,0.0330669,0.0307827,0.0226156,1.94308e-07,2.75394e-07,2.97914e-10,3.14308e-07,3.58608e-08,4.3249e-07,1.64947e-09,1.09586e-06,5.86562e-12,4.5811e-07,1.18837e-08,6.13001e-06,6.44291e-15,4.97794e-08,4.20221e-07,0.00049953
0.0137736,0.0422069,0.0330174,0.03078,0.0225927,1.92982e-07,2.76716e-07,3.01957e-10,3.12982e-07,3.5014e-08,4.33314e-07,1.67154e-09,1.09501e-06,5.73475e-12,4.5798e-07,1.20142e-08,6.13001e-06,6.29506e-15,4.86371e-08,4.21363e-07,0.00049953
0.0139144,0.0421308,0.032969,0.0307774,0.0225704,1.91672e-07,2.78022e-07,3.06003e-10,3.11672e-07,3.41879e-08,4.34119e-07,1.69364e-09,1.09419e-06,5.6201e-12,4.5785e-07,1.21447e-08,6.13001e-06,6.15059e-15,4.75209e-08,4.22479e-07,0.00049953
0.0140718,0.0420468,0.0329164,0.0307745,0.0225461,1.90224e-07,2.79466e-07,3.10525e-10,3.10224e-07,3.32886e-08,4.34993e-07,1.71835e-09,1.09329e-06,5.5087e-12,4.57704e-07,1.22905e-08,6.13001e-06,5.99312e-15,4.63042e-08,4.23696e-07,0.00049953
0.0142291,0.0419637,0.0328651,0.0307716,0.0225224,1.88794e-07,2.80891e-07,3.1505e-10,3.08794e-07,3.24138e-08,4.35843e-07,1.7431e-09,1.09241e-06,5.41257e-12,4.57558e-07,1.24362e-08,6.13001e-06,5.83968e-15,4.51187e-08,4.24881e-07,0.00049953
0.0143865,0.0418817,0.0328153,0.0307687,0.0224993,1.87381e-07,2.82299e-07,3.19577e-10,3.07381e-07,3.15626e-08,4.3667e-07,1.76787e-09,1.09156e-06,5.32957e-12,4.57413e-07,1.25818e-08,6.13001e-06,5.69017e-15,4.39635e-08,4.26036e-07,0.00049953
0.0145438,0.0418007,0.0327667,0.0307658,0.0224768,1.85985e-07,2.83691e-07,3.24106e-10,3.05985e-07,3.07344e-08,4.37473e-07,1.79266e-09,1.09073e-06,5.25788e-12,4.57267e-07,1.27274e-08,6.13001e-06,5.54448e-15,4.28379e-08,4.27162e-07,0.00049953
0.0147012,0.0417206,0.0327195,0.0307628,0.0224548,1.84606e-07,2.85065e-07,3.28636e-10,3.04606e-07,2.99286e-08,4.38254e-07,1.81749e-09,1.08993e-06,5.19594e-12,4.57122e-07,1.2873e-08,6.13001e-06,5.40253e-15,4.17412e-08,4.28259e-07,0.00049953
0.0148585,0.0416414,0.0326735,0.0307599,0.0224335,1.83243e-07,2.86424e-07,3.33168e-10,3.03243e-07,2.91445e-08,4.39013e-07,1.84234e-09,1.08914e-06,5.14238e-12,4.56976e-07,1.30185e-08,6.13001e-06,5.26421e-15,4.06725e-08,4.29328e-07,0.00049953
0.0150373,0.0415527,0.0326228,0.0307566,0.0224098,1.81715e-07,2.87947e-07,3.38317e-10,3.01715e-07,2.82793e-08,4.3985e-07,1.87059e-09,1.08828e-06,5.09025e-12,4.56811e-07,1.31837e-08,6.13001e-06,5.11138e-15,3.94917e-08,4.30508e-07,0.00049953
0.015216,0.0414651,0.0325736,0.0307533,0.0223869,1.80206e-07,2.8945e-07,3.43467e-10,3.00206e-07,2.74406e-08,4.40661e-07,1.89888e-09,1.08744e-06,5.046e-12,4.56646e-07,1.33489e-08,6.13001e-06,4.96299e-15,3.83452e-08,4.31655e-07,0.00049953
0.0153947,0.0413787,0.0325258,0.03075,0.0223646,1.78718e-07,2.90933e-07,3.48619e-10,2.98718e-07,2.66273e-08,4.41445e-07,1.9272e-09,1.08663e-06,5.00838e-12,4.56481e-07,1.3514e-08,6.13001e-06,4.81891e-15,3.7232e-08,4.32768e-07,0.00049953
0.0155734,0.0412934,0.0324795,0.0307467,0.022343,1.77249e-07,2.92397e-07,3.53771e-10,2.97249e-07,2.58388e-08,4.42206e-07,1.95554e-09,1.08584e-06,4.97637e-12,4.56316e-07,1.36791e-08,6.13e-06,4.67901e-15,3.61511e-08,4.33849e-07,0.00049953
0.0157522,0.0412092,0.0324346,0.0307434,0.022322,1.758e-07,2.93841e-07,3.58924e-10,2.958e-07,2.50741e-08,4.42942e-07,1.98392e-09,1.08507e-06,4.94908e-12,4.56151e-07,1.3844e-08,6.13e-06,4.54318e-15,3.51016e-08,4.34898e-07,0.00049953
